"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"1.0","Connecticut","SOUTH PROPERTY CTR","1.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","138300.0","13501.0","656.0","2513.0","0.0","0.0","107000.0","1069.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","2.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","119400.0","11336.0","600.0","2512.0","0.0","0.0","482400.0","4465.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","3.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","121506.0","11484.0","600.0","3941.0","0.0","0.0","700200.0","6416.0","1261.0","1620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","4.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","127200.0","11672.0","942.0","3434.0","0.0","0.0","671000.0","6735.0","1261.0","1620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","5.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","118206.0","11245.0","522.0","3912.0","0.0","0.0","31200.0","482.0","1261.0","1620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","6.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","118206.0","11225.0","518.0","3904.0","0.0","0.0","542300.0","7800.0","1261.0","1620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","7.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","111600.0","11368.0","656.0","4443.0","0.0","0.0","337500.0","3504.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","8.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","138907.0","14348.0","766.0","4537.0","0.0","0.0","30900.0","497.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","9.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","131100.0","13758.0","600.0","4527.0","0.0","0.0","23600.0","404.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","Connecticut","SOUTH PROPERTY CTR","10.0","2003.0","CT0013ZZ","5300.0","A","G, X","191445.0","174600.0","16942.0","1114.0","4944.0","0.0","0.0","18300.0","329.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
