"Region No.","State","Service Center","Fiscal Month","Fiscal Year","Building Number","Area Field Office","Cat","Building Designation","Gross Sq.Ft","Electricity (KWH)","Electricity (Cost)","Demand (KW)","Demand (Cost)","Steam (Thou. lbs)","Steam (Cost)","Gas (Cubic Ft)","Gas (Cost)","Oil (Gallon)","Oil (Cost)","Chilled Water (Ton Hr)","Chilled Water (Cost)","Renewable Electricity (KWH)","Renewable Electricity (Cost)","Renewable Gas (Cubic Ft)","Renewable Gas (Cost)","Other (mmBTU)","Other (Cost)","Water (Gallon)","Water (Cost)"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","1.0","2011.0","AZ0000AA","D120","I","","24275.0","70640.0","7920.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","2.0","2011.0","AZ0000AA","D120","I","","24275.0","55720.0","5600.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","3.0","2011.0","AZ0000AA","D120","I","","24275.0","60400.0","6036.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","4.0","2011.0","AZ0000AA","D120","I","","24275.0","62720.0","6240.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","5.0","2011.0","AZ0000AA","D120","I","","24275.0","60440.0","5950.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","6.0","2011.0","AZ0000AA","D120","I","","24275.0","65440.0","6408.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","7.0","2011.0","AZ0000AA","D120","I","","24275.0","62280.0","6169.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","8.0","2011.0","AZ0000AA","D120","I","","24275.0","67040.0","7796.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","9.0","2011.0","AZ0000AA","D120","I","","24275.0","78356.0","8663.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","10.0","2011.0","AZ0000AA","D120","I","","24275.0","88040.0","9822.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","11.0","2011.0","AZ0000AA","D120","I","","24275.0","79880.0","9365.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","12.0","2011.0","AZ0000AA","D120","I","","24275.0","92120.0","9939.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74935.0","0.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","1.0","2011.0","AZ0000BB","D120","I","G","106865.0","173189.0","18358.0","0.0","0.0","0.0","0.0","11780.0","181.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","175400.0","816.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","2.0","2011.0","AZ0000BB","D120","I","G","106865.0","136147.0","15100.0","0.0","0.0","0.0","0.0","97582.0","1195.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","145700.0","732.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","3.0","2011.0","AZ0000BB","D120","I","G","106865.0","157590.0","16581.0","0.0","0.0","0.0","0.0","137853.0","1670.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","135800.0","703.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","4.0","2011.0","AZ0000BB","D120","I","G","106865.0","121442.0","13481.0","0.0","0.0","0.0","0.0","177629.0","2059.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99800.0","605.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","5.0","2011.0","AZ0000BB","D120","I","G","106865.0","144529.0","15497.0","0.0","0.0","0.0","0.0","226450.0","2580.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84400.0","559.0"
"9.0","Arizona","SAN DIEGO SERVICE CENTER","6.0","2011.0","AZ0000BB","D120","I","G","106865.0","176467.0","18840.0","0.0","0.0","0.0","0.0","60717.0","732.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","192500.0","862.0"
